Id,ProductId,UserId,ProfileName,Score,Summary,Text,CleanText,Sentiment
217177,B000ESLJ6C,A2XUE6L8ZEW4X5,Debbie,5,Bad Shipping,"Pero is an excellent substitute for coffee.  My father has been drinking it for years.  The product is awesome, however, when he received the package, 4 out of 6 canisters were broken open during shipping.  He is elderly, 88 years of age, and to him it was to much of an inconvience to repackage everything and return them to the post office and ship them back so he obsorbed the loss.  That was disheartening for me since I live several hours away and could not be there to help.  Product good shipping was very bad.",pero excellent substitute coffee father drinking year product awesome however received package canister broken open shipping elderly year age much inconvience repackage everything return post office ship back obsorbed loss disheartening since live several hour away could help product good shipping bad,positive
12291,B00141UC9I,A2MF0C4E7GYCI,"VW ""VW""",5,My dog loves these,"Great price compared to the supermarkets.  My dog loves these and they seem less processed than most dog treats.  I don't know if they really help his hips, but he is a golden retriever (a breed prone to hip problems), so hopefully these will help as he gets older.",great price compared supermarket dog love seem less processed dog treat know really help hip golden retriever breed prone hip problem hopefully help get older,positive
495605,B0098WV8F2,A3KRBPKAO9XCE5,"A. Mangels ""Angry_White""",5,Happily Impressed,"I was happily impressed with the taste, texture and quality of these peanut butters!  Awesomely low in fat and super delicious.  Use a popsicle sitck for best mixing. Would definitely recommend to anyone looking to cut fat (and some calories) from their diet.",happily impressed taste texture quality peanut butter awesomely low fat super delicious use popsicle sitck best mixing would definitely recommend anyone looking cut fat calorie diet,positive
490058,B0000GHEEY,A1IQB5BF5VKT0H,Woofie53,5,This is good!!,"This bouillon is really good. It gives a nice flavor to rice. It isn't as salty as some boullion I have tried. The flavor come through really well. I can't find it in stores where I live,  so I'll buy it from Amazon from now on. Thanks!",bouillon really good give nice flavor rice salty boullion tried flavor come really well find store live buy amazon thanks,positive
454784,B003194PBC,AEZIZ4HE3Q7FU,K. Charles,5,Our cats will eat nothing but the wild salmon,our friend bought us a small container of the wild salmon liv-a-little treats.  Now they will eat nothing else in the morning for thier treat.  tried other flavors to no avail.  Expensive but we alos love Ellen Degeneres.  Kevin and Alexis,friend bought u small container wild salmon liv little treat eat nothing else morning thier treat tried flavor avail expensive alos love ellen degeneres kevin alexis,positive
229766,B000KELSYI,A1F2A5E2LXSO0U,"Brianna Fae ""Happy Girl!""",5,Fills me up for Iron Girl! Quality and the best price of them all!,"Crispy (even in milk!) and deliciously filling after a morning run... does life get any better than this? Thanks for making life a bit easier to be healthy on the go with a wholesome cereal with protein, vitamins, and roughage to keep us all energized to bring out the athletes in us. :-} Looking forward to new products!",crispy even milk deliciously filling morning run life get better thanks making life bit easier healthy go wholesome cereal protein vitamin roughage keep u energized bring athlete u looking forward new product,positive
348909,B000FMZO90,A3HECIA1Y13032,"K. Landon ""Karla""",4,excellent snack,I love the Snapea Crisp snacks. The Caesar flavored snacks have a light flavor coating...not too spicy or salty. Just right. All my co-workers snack on this. I highly recommend it!,love snapea crisp snack caesar flavored snack light flavor coating spicy salty right co worker snack highly recommend,positive
190350,B0005XMKBO,A13XWFKUO645JR,"Dorina Spinel ""BUSY MOM""",5,DELIZIOSA,THIS PASTA WAS GREAT. I REALLY LIKED THE WIDER ONE. IT IS VERY HEALTHY AND IT COOKS GREAT.,pasta great really liked wider one healthy cook great,positive
482380,B0018KLPFK,AWX7A17H8OJ4F,"Dne ""artist""",5,Simply delicious,"If you like to eat bananas and food bars, this is the best combination of both that I have ever had!<br />And here at Amazon I think that you will find them at the best price.<br />You won't regret!",like eat banana food bar best combination ever amazon think find best price regret,positive
479305,B000ESJR2A,A1M5D0DG09UGVM,Bonne Maman,5,arrived damaged but tasty and easy to use,I ordered this product for recipes calling for instant expresso.  I made a cup with cold water and the coffee dissolved easily and tasted pretty good with little bitterness despite the lack of sweetener in the coffee.  I will definitely order again when I run out.,ordered product recipe calling instant expresso made cup cold water coffee dissolved easily tasted pretty good little bitterness despite lack sweetener coffee definitely order run,positive
368233,B001ZWHGFO,A3R582R0OXV37L,"Gwen B. Julien ""Gwen Julien""",5,Functional bags,"The product was delivered prior to the promised time.  I expected a rainbow of colors to my bags.  However, the delivered product was all one color - blue.  Nice bags, however, I expected a color rainbow.",product delivered prior promised time expected rainbow color bag however delivered product one color blue nice bag however expected color rainbow,positive
365765,B0019N37HK,A1SMKXUJI9OZ3X,Cati,5,Excellent!,"Lovely flavour and taste, would buy it again anytime! Finished it in a short time. We used it as a sweetener or as a drink mixed with soda water.",lovely flavour taste would buy anytime finished short time used sweetener drink mixed soda water,positive
197639,B000GB3LL8,A13QHXL3J161OB,"Wendy Komancheck ""bookaddict""",5,Buckingham Palace Tea--Awesome!,Culinary Teas gets customer service. I got my tea earlier than expected--it was fresh w/a v. Floral flavor. The company even sent a sample of another flavor of tea. I've ordered from them again & will continue to do so!,culinary tea get customer service got tea earlier expected fresh w v floral flavor company even sent sample another flavor tea ordered continue,positive
97641,B004WI6FQY,A2MP5ALLQKSQSA,rmily,3,Tasty but disappointing,"I was excited to find this oatmeal made of real, easy to pronounce ingredients which came in a short list.  The oatmeal cooks up well and tastes great.  Unfortunately the amount of flax seed in this oatmeal made me nauseous.  Unfortunately the flax seeds were also whole, which means they're offering very little nutritional benefit.  Whole flax seeds are most likely to pass through mostly undigested.  Needless to say, I won't be purchasing the oatmeal again, but I've now been inspired to make my own, healthier version.  It is as simple as tweaking the recipe to my liking, and measuring out the dry ingredients into snack sized ziploc bags.  Super easy to grab a bag for work and it's not hard to estimate the amount of water needed.  If it weren't for the amount of (whole) flax seeds, I'd definitely buy this oatmeal again.",excited find oatmeal made real easy pronounce ingredient came short list oatmeal cook well taste great unfortunately amount flax seed oatmeal made nauseous unfortunately flax seed also whole mean offering little nutritional benefit whole flax seed likely pas mostly undigested needless say purchasing oatmeal inspired make healthier version simple tweaking recipe liking measuring dry ingredient snack sized ziploc bag super easy grab bag work hard estimate amount water needed amount whole flax seed definitely buy oatmeal,neutral
288473,B000ENUC3S,A2QN7FECIWB7D2,"Pm Rodgers ""pmiker""",5,Real Cherry Flavor,"While I did not at any time imagine that I was eating a real piece of pie, the flavor of real cherries is there.  Not too many ingredients so I did not have to worry about allergies.  It caused no stomach distress during bicycle riding.",time imagine eating real piece pie flavor real cherry many ingredient worry allergy caused stomach distress bicycle riding,positive
223112,B000UUWECC,A1RBEMWAFV6AGE,Hiren,2,Weired taste,I used to get a 1 ltr pack from whole foods of same brand coconut water and came across this deal. Bought it and found that the taste is very different from the one I had at whole foods. This one tastes very weird compared to whole foods. I would recommend getting 4$ one ltr pack from whole foods instead of this,used get ltr pack whole food brand coconut water came across deal bought found taste different one whole food one taste weird compared whole food would recommend getting one ltr pack whole food instead,negative
281119,B002R8SLUY,A2VKGUC5FN5QCY,"Melissa M. Quest ""Melissa""",5,Smells so good!,"These treats smell awesome; that is for dogs treats anyway.  My dogs love them, even my picky dog.  Super cute shape and easy to break into smaller pieces if needed.  Would definately recommend.",treat smell awesome dog treat anyway dog love even picky dog super cute shape easy break smaller piece needed would definately recommend,positive
8645,B003VXFK44,A25UTJ1AXFC0Z9,Judy Armstrong,1,Don't waste your money or your Keurig on this!,"This coffee tastes very flavorful and is not too strong, but I have to say it almost ruined my months' old Keurig Personal Brewer. The coffee is ground so finely that when the K-Cups are punctured by the needles (top and bottom), it gets packed into the needles and also sifts out through the holes made by the needles, going into the coffee cup creating a very nasty ""sludge"" in the bottom of each cup. I purchased a pack of 2 (48 K-Cups) and didn't even use one full pack. I do not recommend this brand or blend. It is a waste of money, which is something I couldn't really afford at this time. I sent a letter of complaint to the Wolfgang Puck company and, except for a ""cookie cutter"" letter acknowledging receipt of my comment, I have not received any further contact from them.",coffee taste flavorful strong say almost ruined month old keurig personal brewer coffee ground finely k cup punctured needle top bottom get packed needle also sifts hole made needle going coffee cup creating nasty sludge bottom cup purchased pack k cup even use one full pack recommend brand blend waste money something really afford time sent letter complaint wolfgang puck company except cookie cutter letter acknowledging receipt comment received contact,negative
326384,B001ELL5IK,A1W7HIX3A775FA,Motherbear,5,Delicous mix!,I have to admit it is a pain having to buy buttermilk but this is a great mix! The pancakes come out light and fluffy and taste amazing. Highly recommended.,admit pain buy buttermilk great mix pancake come light fluffy taste amazing highly recommended,positive
281949,B000633T6I,A1MIUI35GDEJUU,Pablo M Cordova,1,Price gouging???,"I just came on to re-order this item for my dog, and it seems that this vendor has doubled the price! Really?",came order item dog seems vendor doubled price really,negative
115896,B003D4IUCK,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",3,Flavored Commercial Tea,"***<br />Stash's Lemon Ginger Caffeine Free Herbal Tea is a basic lemon ginger tea, tasting strongly of ginger, full of flavorings, and oddly, even contains soy. This is one of the better commercial highly processed, non-organic teas. I much prefer organic teas that are made without artificial flavorings and certainly without soy, but if you are not picky about herb teas, and are looking something very strongly flavored as an introduction to the world of teasans and decaffeinated beverages, this would be fine. If you like your tea more subtle, with true pure tastes, and can discern complex differences between natural and commercial teas, then this definitely is not for you, and I would recommend any Numi tea, Yogi Tea, Traditional Medicinals, or even Stash's organic line of teas (which comes in a wonderful Lemon Ginger Organic Tea!)<br /><br />Stash Lemon Ginger Tea contains ginger root, lemongrass, lemon flavor, safflower, hibiscus, citric acid, and soy.<br /><br />Unfortunately, nothing special.<br />***",stash lemon ginger caffeine free herbal tea basic lemon ginger tea tasting strongly ginger full flavoring oddly even contains soy one better commercial highly processed non organic tea much prefer organic tea made without artificial flavoring certainly without soy picky herb tea looking something strongly flavored introduction world teasans decaffeinated beverage would fine like tea subtle true pure taste discern complex difference natural commercial tea definitely would recommend numi tea yogi tea traditional medicinals even stash organic line tea come wonderful lemon ginger organic tea stash lemon ginger tea contains ginger root lemongrass lemon flavor safflower hibiscus citric acid soy unfortunately nothing special,neutral
497329,B000YT7RLW,A15MBXMFTB4UHW,"C. Shields ""christianw27""",2,Not as described fortune cookies,These are not as described which did not make me happy.  They are NOT individually wrapped.  They are wrapped together in a bag inside the box.  I am the only one that eats them.  Therefore they will probably go bad before I eat the box which means I wasted money....Not really happy about that.  Tastewise they are ok...,described make happy individually wrapped wrapped together bag inside box one eats therefore probably go bad eat box mean wasted money really happy tastewise ok,negative
476241,B0000GG256,A3KZU57SKEACCC,Douglas Berry,2,Watery and lacking flavor,"I'm always on the lookout for a good salsa, and prefer salsas that deliver both robust flavor and heat. Sadly, Herdez fails on both accounts.<br /><br />My first impression when pour some salsa into a bowl was how much water there was. I had shaken the bottle prior to opening, and expected a better mix. The flavor was weak. For such a simple recipe I expected to taste tomatoes and onions, but there was really nothing there. The heat was also far short of what I expected from a salsa listed as hot. A little of an afterburn, but disappointing.<br /><br />I'll not be buying another bottle. The only reason this isn't a one-star review is that it is affordable and could be used as a base for a better home-brew salsa, but I expect to be able to dig in right out of the jar.",always lookout good salsa prefer salsa deliver robust flavor heat sadly herdez fails account first impression pour salsa bowl much water shaken bottle prior opening expected better mix flavor weak simple recipe expected taste tomato onion really nothing heat also far short expected salsa listed hot little afterburn disappointing buying another bottle reason one star review affordable could used base better home brew salsa expect able dig right jar,negative
6706,B001LG945O,A101C99CG8EFUH,Benjamin McGough,3,"Not too sweet, but not full juice taste","I don't like how so many bottled and canned drinks these days (even the low-calorie ones) are so sweet.  This was nicely not-too-sweet, but had a canned, not fresh juice flavor.  It is personal taste, but I didn't care for the 'processed' flavor.",like many bottled canned drink day even low calorie one sweet nicely sweet canned fresh juice flavor personal taste care processed flavor,neutral
115486,B000WFUL3E,AL1XV4L25FZ2S,GameMaker,5,"Healthy, and kittens dig it","I recently took home two bengal kittens, and wanted to do everything ""right"", learning from past mistakes, and one of the mistakes I had made in the past was not researching cat nutrition enough.  So this time I did.  There are quite a few top quality foods out there that aren't full of grain and ""meat-meal"", but I chose wellness because it is a bit more affordable, and is popular enough to be available at local pet stores as well as online.<br /><br />Now the big hurdle...do the kittens accept it?  Well, mine sure did.  I was a bit worried because they had been eating mostly Royal Canin dry food at the breeders house, but they took to it immediately and now are very passionate about dinner time.  Excellent!  I couldn't be happier.  Expensive?  Yes, unfortunately it is, but it is actually cheaper than Royal Canin and several of the others and in the case of Royal Canin, it has *much* better ingredients!  Do the research yourself and see, don't take my word for it!",recently took home two bengal kitten wanted everything right learning past mistake one mistake made past researching cat nutrition enough time quite top quality food full grain meat meal chose wellness bit affordable popular enough available local pet store well online big hurdle kitten accept well mine sure bit worried eating mostly royal canin dry food breeder house took immediately passionate dinner time excellent happier expensive yes unfortunately actually cheaper royal canin several others case royal canin much better ingredient research see take word,positive
71269,B004ET9OLY,AO32YS0Y3DNEG,"Natasha ""gomenara19""",5,Awesome!,My one-year-old LOVES THESE. His eyes light up when he sees the can and I have to keep them up high or else he would eat the whole thing. He loves adult cheese puffs which I don't like giving him because of the sodium and other garbage ingredients. These are the perfect alternative!!!,one year old love eye light see keep high else would eat whole thing love adult cheese puff like giving sodium garbage ingredient perfect alternative,positive
153721,B000HDMW8S,A25L624SSD04YM,"shootingfor3 ""gogolfing""",3,Mistaken Order,"It was our mistake, but we thought we were purchasing the much better boneless/skinless club sardines from Seasons, which are very good.  These are not as good, although they are better than the cheaper branded sardines.",mistake thought purchasing much better boneless skinless club sardine season good good although better cheaper branded sardine,neutral
40508,B00020HHRW,A1ATV7O231DXIS,JuneBug1783,2,Not my cup of tea..,"Supposedly increases milk production? Yeah, I didn't see a difference after drinking this for a good 3+ weeks. Aside from that, it doesn't smell or taste very good. Very herbal medicine-like.",supposedly increase milk production yeah see difference drinking good week aside smell taste good herbal medicine like,negative
444177,B001HTIY1U,A2SUT8QBC7KW0Z,"Luz F. Noel ""Teacher of Piano""",5,Delicious  Coffee Substitute,"For some of us who cannot drink coffee or do not wish to ingest caffeine this healthy drink is the answer.  The powder  version is very good, but I prefer the crystals.  This beverage can be prepared black or milk/cream/Half andHalf added.  Also can be prepared as a cold drink.  When I decided to stop drinking coffee for health reasons, I was looking for a product that would satisfy me.  I tried other brands of coffee substitute but Cafix did the job.I highly recomended.",u cannot drink coffee wish ingest caffeine healthy drink answer powder version good prefer crystal beverage prepared black milk cream half andhalf added also prepared cold drink decided stop drinking coffee health reason looking product would satisfy tried brand coffee substitute cafix job highly recomended,positive
35429,B001HWWLHA,A14KIQCI257CWD,John Schimmel,5,Great Tea,"Good value - great taste, Wife has one or two cups a day along with decaf.  The price is better than I can do with brick and mortar stores.",good value great taste wife one two cup day along decaf price better brick mortar store,positive
93296,B007TGDXMU,ADC1I0UJSOLWP,Jatoy10,3,Just ok...,"For the price, the coffee was good. I don't like the taste as well as other brands though.  I do like that there is less waste since the bottome of the cup has no plastic.",price coffee good like taste well brand though like less waste since bottome cup plastic,neutral
132434,B001E5E23Q,A1XYRSB5CW2TXP,Bogeyjc,4,Pilon Gourmet espresso coffee: Good stuff!!,"This coffee allows for a nice cup of java and seems to get a bit more crema than my old brand. It has a rich flavor, but not as bold as I hoped it would be. The price is good and delivery was fast using Amazon. Don't be afraid to use a bit more than normal, and tamp it well. As always, hot milk is the way to go . . . 2% is fine.",coffee allows nice cup java seems get bit crema old brand rich flavor bold hoped would price good delivery fast using amazon afraid use bit normal tamp well always hot milk way go fine,positive
322052,B0012V1G0Y,A2F25FPKYPDSS5,contrariwise,4,woof woof grrrr grrrrrrr yummm  mmmmmmm,"My son has a dachshund that devours slippers like they were after-dinner mints and a Corgie that can inhale a sofa leg in under a minute. These dogs are serious chewers.  Nothing satisfied their chewing needs until we found this.<br /><br />The Everlasting Treat Ball is intended to be used with  Everlasting Treats.  (Follow the instructions on how to insert the Treats.  Some of the reviewers had problems with this and the results were not optimal.)  However, you can put other yummies in the ball.  Peanut butter is great and the dogs will spend hours making sure that every single molecule of the peanut butter is licked out.<br /><br />This toy kept my son's dogs quiet and occupied for up to several days.  (Conversely, my own dogs who are not chewers had absolutely no interest in this product. )<br /><br />The dogs are happy and my son's blood pressure is now down at normal levels.",son dachshund devours slipper like dinner mint corgie inhale sofa leg minute dog serious chewer nothing satisfied chewing need found everlasting treat ball intended used everlasting treat follow instruction insert treat reviewer problem result optimal however put yummies ball peanut butter great dog spend hour making sure every single molecule peanut butter licked toy kept son dog quiet occupied several day conversely dog chewer absolutely interest product dog happy son blood pressure normal level,positive
336150,B000BRR8VQ,A3M4JATDUBEULY,Calayus,5,My Dog & Pup LOVE it!,"I call this product, ""puppy crack"".  I have a 3 month old lab pup who, against type -- Labradors are supposed to be gobblers -- doesn't gobble his high quality kibble.  In fact, he grazes.  But when I unseal the package of Zuke's, he bounds at me bouncing in the air.  I taught him ""sit"" in two minutes using Zuke's (Chicken).  My 19 month old Catahoula Leopard Dog-girl loves them, too.<br /><br />I like the small size of these treats (it's easy to carry them in a snack size ziploc) -- perfect for training/rewards.  I pretty exclusively purchase natural, high quality food/treats for my animals companions.  Zuke's is our household's favorite canine treat!",call product puppy crack month old lab pup type labrador supposed gobbler gobble high quality kibble fact graz unseal package zuke bound bouncing air taught sit two minute using zuke chicken month old catahoula leopard dog girl love like small size treat easy carry snack size ziploc perfect training reward pretty exclusively purchase natural high quality food treat animal companion zuke household favorite canine treat,positive
282819,B001AY9RIQ,A4BJDD2VP0R71,diabia4,5,Fantastic green tea!,"Wonderful wonderful wonderful. I was first introduced to this brand from my Aunt (who is from Taipei), and it's become the staple green tea in our house. A great alternative to the more expensive brands she's introduced us to! Very light and fresh.",wonderful wonderful wonderful first introduced brand aunt taipei become staple green tea house great alternative expensive brand introduced u light fresh,positive
324976,B000EDI14K,AXU6VV25ENDUY,Monica,5,Delicious and No Fat,"This granola is delicious and has no added fat unlike most granolas. We love it as a breakfast cereal, snack, even as a yogurt or ice cream topping. Another excellent Bob's Red Mill product.",granola delicious added fat unlike granola love breakfast cereal snack even yogurt ice cream topping another excellent bob red mill product,positive
384384,B000BXSQVQ,A2LT7VAZSXUDAM,M. Goodin,5,Kitty's ABSOLUTE FAVORITE!,"My cat LOVES this treats, sometimes more than me.  We have tried other brands and flavors, but he is a treat snob and loves these.  They are his favorite and knows where we keep them (with other kitty food at the bottom of the pantry) and will meow until someone gives him some!<br /><br />I have found this flavor at Wal-Mart, Petco, Petsmart, and major grocery stores.",cat love treat sometimes tried brand flavor treat snob love favorite know keep kitty food bottom pantry meow someone give found flavor wal mart petco petsmart major grocery store,positive
427418,B001BBUA3Y,AB06AA2DWQFHP,Veronica,5,In my bliss!,"When I was younger this was a treat for me on buttered bread. As an adult it is the most difficult and expensive thing to find. If I am lucky enough to find it under ten dollars the shipping price raises so high it's rediculous. I found this set of three and I was able to get free shipping on it by buying something small with it and I was amazed at how little it cost. I can now be a happy fat kid (in figuative speaking).<br /><br />*Since I wrote this review the first time I have been so happy to find these. The sprinkles are so delicious being real chocolate. I even convinced a few other people to try them in the classic way with white bread and butter! They are also delicious on ice cream, cake pops, cupcakes, and so many other delicious sweets.",younger treat buttered bread adult difficult expensive thing find lucky enough find ten dollar shipping price raise high rediculous found set three able get free shipping buying something small amazed little cost happy fat kid figuative speaking since wrote review first time happy find sprinkle delicious real chocolate even convinced people try classic way white bread butter also delicious ice cream cake pop cupcake many delicious sweet,positive
50039,B000ER5DFQ,A3SFS8R1T6JJM9,PolyOWannaCracker,3,Meh.  My daughter eats most everything else... this isn't her thing.,"I introduced my daughter to Earth's Best Organic Turkey Vegetable Dinner at 4 months. A bit early, but she's advanced, as she was 6 weeks overdue.  She loved it at first.  But, I bought every other kind and now this is her least favorite.  I've tried some of it as well.  Of all of them, this is also my least favorite.",introduced daughter earth best organic turkey vegetable dinner month bit early advanced week overdue loved first bought every kind least favorite tried well also least favorite,neutral
200138,B002N4ID5K,A7L0UURBR5YX4,Amoss,5,Hallelujah - my prayers have been answered!,"I have an 8 month old, 85lb pure bred German Shepherd that is an insanely strong chewer.  Both Amazon and the pet supply industry have made a killing off me as I have bought nearly every chewable product out there from stuffed animals to elk antlers.<br /><br />Until now, nothing has met my big four criteria:<br /><br />1) Taste - obviously, otherwise the dog wouldn't touch it<br />2) Durable - it needs to last longer than an hour<br />3) Clean - femur bones are great if you are ok with a chipped tooth and picking blood/marrow chunks out of the carpet<br />4) Cost - I refuse to buy expensive bully sticks at $12/stick when they last 10min<br /><br />My dog loves this ring - he lies down, puts one arm through the center to stabilize it and then has at it.  It's important to note that it makes him use all his teeth.  The ring design throws him off and he's got to strategize a bit.  At first, he uses his front teeth to pick away at it and then he uses his chompers once he's cut through a section.<br /><br />I bought this thing last week and he has only made it half way through.  Case in point.  This thing is great - buy it...do it now!",month old lb pure bred german shepherd insanely strong chewer amazon pet supply industry made killing bought nearly every chewable product stuffed animal elk antler nothing met big four criterion taste obviously otherwise dog touch durable need last longer hour clean femur bone great ok chipped tooth picking blood marrow chunk carpet cost refuse buy expensive bully stick stick last min dog love ring lie put one arm center stabilize important note make use teeth ring design throw got strategize bit first us front teeth pick away us chompers cut section bought thing last week made half way case point thing great buy,positive
537219,B0034EFIYC,A1J87P15HH42Z0,Jo,5,Kind Gluten Free Bars,I love these bars. I'm on a glutten-free diet and they are both<br />tasty and healthy. I will continue purchasing these bars.,love bar glutten free diet tasty healthy continue purchasing bar,positive
400029,B002IEVJRY,ACH3XM6K1M4AK,L. Jonsson,4,"Canned coffee, just like in a cafe","This canned version of a cappuccino is incredible.  It is packaged in a small can, that can be easily placed in a handbag or a car coaster.  It can be enjoyed cold in a frosty glass or straight out of the can (as I had mine).<br /><br />It does taste just like real cappuccino.  The can clearly states to not shake the ingredients-I accidentally did this anyway, and it did not seem to affect the cappuccino flavors at all.  This drink would be perfect for someone who does not want to stop at a coffee store to buy a regular cappuccino. The only drawback to this item is the price for a 12 pack.",canned version cappuccino incredible packaged small easily placed handbag car coaster enjoyed cold frosty glass straight mine taste like real cappuccino clearly state shake ingredient accidentally anyway seem affect cappuccino flavor drink would perfect someone want stop coffee store buy regular cappuccino drawback item price pack,positive
147063,B001KWXK36,A7CGQWMYJXWQM,David Dawes,5,Fantastic Tea!,"The wife and I have become addicted to this tea. As one of the only unsweetened bottled tea products, it is far healthier than those loaded with artificial sweeteners or high fructose corn syrup. As for the taste, it is incredibly clean and refreshing. We've made our own white tea as home using organic white tea leaves and bottled water, but it pales in comparison. Watch the price on this item as it changes frequently and often drops below $15 (less with a subscription).",wife become addicted tea one unsweetened bottled tea product far healthier loaded artificial sweetener high fructose corn syrup taste incredibly clean refreshing made white tea home using organic white tea leaf bottled water pale comparison watch price item change frequently often drop less subscription,positive
40485,B00020HHRW,A3PJRR03ZAFWGR,DJ MichaelAngelo,2,useless - I feel no effects whatsoever,"I'm not a tea drinker, so I'll start with that right off the bat.  However, I was reading online about some non-medication ways of coping with a stuffy nose.  One of them mentioned Mullein tea as a natural remedy to combat mucus, so I schlepped down to my local health food store to buy a box of 24 tea bags, for about a buck more than they are here on Amazon.  Not only did drinking this tea 3-4 times a day for a couple days have ZERO effect on my stuffy nose, but this was the worst cold/cough/flu I've had in about 10 years.  Obviously I can't prove that this was BECAUSE of the tea, but I am convinced that I wasted my money on this useless product, and that, at least for me, it provided absolutely no results for anything.  Sorry.",tea drinker start right bat however reading online non medication way coping stuffy nose one mentioned mullein tea natural remedy combat mucus schlepped local health food store buy box tea bag buck amazon drinking tea time day couple day zero effect stuffy nose worst cold cough flu year obviously prove tea convinced wasted money useless product least provided absolutely result anything sorry,negative
402813,B003MSS1X0,A185NTFYPAY0R9,Alice,5,Happy Birthday Gourmet,"<a href=""http://www.amazon.com/gp/product/B003MSS1X0"">Art of Appreciation Gift Baskets Happy Birthday To You! Gourmet Food Gift Tower</a>I was very satisfied, the product arrived on time, even I placed the order just few days before my boyfriend's birthday. He said that the goodies were great!",art appreciation gift basket happy birthday gourmet food gift tower satisfied product arrived time even placed order day boyfriend birthday said goody great,positive
377816,B002GJ9JY6,A2PB4D7QASQ2JG,jan,3,it grows on you,"At first it is not so hot but.... it grows on you.  I added a very tiny amount of honey in warm water to mix, dash of salt too.  like it so much I made up the entire jar like that and kept it ready in refrig .  I put it on apple slices as a pm snack or mid morning break.  Spreads nicely on an apple, unlike real PB.  Love not getting all those calories.",first hot grows added tiny amount honey warm water mix dash salt like much made entire jar like kept ready refrig put apple slice pm snack mid morning break spread nicely apple unlike real pb love getting calorie,neutral
153468,B000ILEITA,A2LUXVGN56BS8T,J Godwin,5,My Lab loves them and my friend's picky Heeler does too,I have a Chocolate Lab who admittedly likes alot (but not all) treats ... but he loves these and they are good for him. I gave a box of them to a friend who has a Queensland Heeler who has gotten old and very cranky about what he will and wont eat. Friend was delighted that his dog enjoyed them so much that he got all perky and happy when he knew he was about to get one.,chocolate lab admittedly like alot treat love good gave box friend queensland heeler gotten old cranky wont eat friend delighted dog enjoyed much got perky happy knew get one,positive
309301,B001IA3RV0,A328LAAPFVXO7N,Cubhole,5,Buffalo Bills Honey Pepper Beef Jerky,"I have bought many 3.5 ounce packages of Jerky from Buffalo Bills and have always found it to be fresh, tasty and a great treat. I had bought my kids jerky many years ago and decided to buy some larger bags to send them for Christmas. They were just as please as I was with the jerky. <a href=""http://www.amazon.com/gp/product/B001IA3RV0"">Buffalo Bills 8oz Honey Pepper Country Cut Beef Jerky Pack</a>",bought many ounce package jerky buffalo bill always found fresh tasty great treat bought kid jerky many year ago decided buy larger bag send christmas please jerky buffalo bill oz honey pepper country cut beef jerky pack,positive
158123,B001IZIB34,A1D6THAJG4XGSP,Mom Shopper,5,Great crust,"I can't argue with the other reviewers if the description truly labeled this as gluten free. But ""graham"" reflers to flour from wheat, which leads me to think one should have questioned any ""gluten free"" claim. This ""graham"" crust is delicious. It works with all of my easy crust pie recipes and has no ingredients I don't want my family to eat. It comes wrapped well and in perfect shape. My local health food store only carries this crust periodically, so I am truly grateful to Amazon for having it available to me when I need it.",argue reviewer description truly labeled gluten free graham reflers flour wheat lead think one questioned gluten free claim graham crust delicious work easy crust pie recipe ingredient want family eat come wrapped well perfect shape local health food store carry crust periodically truly grateful amazon available need,positive
335914,B0009XQWDM,A26XDUB031X5AV,"Amitola Acres ""Cheyenness""",5,Fantastic food!,"My dogs have always been on a high quality diet and recently I decided to give this food a try. I was a little hesitant at first due to the price but figured my dogs were worth it. Since making the switch my rescue yellow lab has made vast improvements. No matter what she ate before, she was always itching and scratching. Especially at the base of her tail. She used to get so sore at times that she would actually bleed. Her coat and skin now are perfect!!! No more itching, scratching and chewing. All of my dogs are also eating less and maintaining their weight nicely. Less food means less waste in the yard. All in all I couldn't be happier with this food and my dogs will stay on it as long as they continue making it. I also just switched my cat over to their grain free Salmon cat food.",dog always high quality diet recently decided give food try little hesitant first due price figured dog worth since making switch rescue yellow lab made vast improvement matter ate always itching scratching especially base tail used get sore time would actually bleed coat skin perfect itching scratching chewing dog also eating less maintaining weight nicely less food mean less waste yard happier food dog stay long continue making also switched cat grain free salmon cat food,positive
68010,B001L492LW,AESXR5WVO087C,R. G. Brown,5,give this product a try,"You love them, don't love them or you will never try eatting<br />anchovies. That is usually the way it is. For those of you who<br />are passionate and really enjoy eatting anchovies then give<br />this product a try. Whether eatting them just because, putting<br />them in salad or saving some money and putting them on pizza<br />slices, this product does not disappoint. Not much more to add<br />if you have read the other positive reviews here about this<br />particular product. Upon placing the order the product arrived<br />8 days later. My only issue was one of the bottles appeared<br />slighty ajar and the oil/liquid had slightly leaked out. The<br />product seemed well packed so I can only assume it may have<br />been roughed up by the delivery company. All things considered<br />giving this product five stars and I highly recommend.",love love never try eatting anchovy usually way passionate really enjoy eatting anchovy give product try whether eatting putting salad saving money putting pizza slice product disappoint much add read positive review particular product upon placing order product arrived day later issue one bottle appeared slighty ajar oil liquid slightly leaked product seemed well packed assume may roughed delivery company thing considered giving product five star highly recommend,positive
462570,B000GG1O6M,A4SGA3EJI3U6S,"Harlan T. Daneker Jr. ""Ted""",5,good value,This is good tea and if you buy volume it's a better price than buying it local.,good tea buy volume better price buying local,positive
